codice_istat,denominazione,codice_catastale,regione,provincia,sigla_provincia,superficie_km2,popolazione_residente,popolazione_legale,zona_altimetrica,altitudine,comune_litoraneo,comune_isolano
009044,Orco Feglino,D522,Liguria,Savona,SV,17.313,911,919,1,145,0,0
009045,Ortovero,G144,Liguria,Savona,SV,9.6586,1702,1599,3,64,0,0
009046,Osiglia,G155,Liguria,Savona,SV,28.1736,433,443,1,662,0,0
009047,Pallare,G281,Liguria,Savona,SV,21.3321,861,900,1,402,0,0
009048,Piana Crixia,G542,Liguria,Savona,SV,30.4449,735,760,1,274,0,0
009049,Pietra Ligure,G605,Liguria,Savona,SV,9.8442,8230,8326,4,13,1,0
009050,Plodio,G741,Liguria,Savona,SV,8.6454,614,622,1,500,0,0
009051,Pontinvrea,G866,Liguria,Savona,SV,24.9456,813,820,1,429,0,0
009052,Quiliano,H126,Liguria,Savona,SV,49.9355,6818,6902,4,25,0,0
009053,Rialto,H266,Liguria,Savona,SV,19.5972,536,546,1,279,0,0
009054,Roccavignale,H452,Liguria,Savona,SV,17.7066,743,741,1,443,0,0
009055,Sassello,I453,Liguria,Savona,SV,100.6552,1688,1747,1,391,0,0
009056,Savona,I480,Liguria,Savona,SV,65.374,58581,58534,4,14,1,0
009057,Spotorno,I926,Liguria,Savona,SV,8.0195,3337,3498,4,9,1,0
009058,Stella,I946,Liguria,Savona,SV,43.6807,2915,2937,1,255,0,0
009059,Stellanello,I947,Liguria,Savona,SV,17.7756,831,852,3,142,0,0
009060,Testico,L152,Liguria,Savona,SV,10.2868,167,177,3,461,0,0
009061,Toirano,L190,Liguria,Savona,SV,18.9652,2718,2640,3,60,0,0
009062,Tovo San Giacomo,L315,Liguria,Savona,SV,9.4467,2518,2504,4,66,0,0
009063,Urbe,L499,Liguria,Savona,SV,31.1688,644,653,1,551,0,0
009064,Vado Ligure,L528,Liguria,Savona,SV,23.8939,7950,8105,4,14,1,0
009065,Varazze,L675,Liguria,Savona,SV,48.0095,12447,12620,2,10,1,0
009066,Vendone,L730,Liguria,Savona,SV,9.915,336,366,3,383,0,0
009067,Vezzi Portio,L823,Liguria,Savona,SV,8.7619,780,795,4,325,0,0
009068,Villanova d'Albenga,L975,Liguria,Savona,SV,15.8677,2831,2764,4,32,0,0
009069,Zuccarello,M197,Liguria,Savona,SV,10.807,279,286,3,126,0,0
010001,Arenzano,A388,Liguria,Genova,GE,24.305,11156,11163,2,25,1,0
010002,Avegno,A506,Liguria,Genova,GE,10.9316,2528,2519,4,43,0,0
010003,Bargagli,A658,Liguria,Genova,GE,16.2765,2497,2558,3,361,0,0
010004,Bogliasco,A922,Liguria,Genova,GE,4.4232,4298,4379,2,13,1,0
010005,Borzonasca,B067,Liguria,Genova,GE,80.5133,1826,1834,1,168,0,0
010006,Busalla,B282,Liguria,Genova,GE,17.1058,5115,5168,1,371,0,0
010007,Camogli,B490,Liguria,Genova,GE,10.0076,4882,5022,4,25,1,0
010008,Campo Ligure,B538,Liguria,Genova,GE,23.7401,2796,2790,1,345,0,0
010009,Campomorone,B551,Liguria,Genova,GE,25.9074,6456,6482,2,128,0,0
010010,Carasco,B726,Liguria,Genova,GE,8.4612,3716,3770,4,31,0,0
010011,Casarza Ligure,B939,Liguria,Genova,GE,27.8218,6732,6729,1,35,0,0
010012,Casella,B956,Liguria,Genova,GE,8.0657,3042,3125,1,417,0,0
010013,Castiglione Chiavarese,C302,Liguria,Genova,GE,29.7496,1555,1580,1,258,0,0
010014,Ceranesi,C481,Liguria,Genova,GE,30.6931,3600,3637,2,105,0,0
010015,Chiavari,C621,Liguria,Genova,GE,12.2802,27452,27228,4,9,1,0
010016,Cicagna,C673,Liguria,Genova,GE,11.2878,2265,2250,3,88,0,0
010017,Cogoleto,C823,Liguria,Genova,GE,20.723,8325,8603,2,9,1,0
010018,Cogorno,C826,Liguria,Genova,GE,9.0873,5682,5724,4,18,0,0
010019,Coreglia Ligure,C995,Liguria,Genova,GE,8.0024,244,267,3,73,0,0
010020,Crocefieschi,D175,Liguria,Genova,GE,11.7248,530,522,1,736,0,0
010021,Davagna,D255,Liguria,Genova,GE,20.5251,1784,1857,3,514,0,0
010022,Fascia,D509,Liguria,Genova,GE,11.2541,69,73,1,912,0,0
010023,Favale di Malvaro,D512,Liguria,Genova,GE,16.6164,416,433,1,291,0,0
010024,Fontanigorda,D677,Liguria,Genova,GE,16.1628,216,244,1,822,0,0
010025,Genova,D969,Liguria,Genova,GE,240.6542,564080,561203,2,34,1,0
010026,Gorreto,E109,Liguria,Genova,GE,18.8758,89,94,1,525,0,0
010027,Isola del Cantone,E341,Liguria,Genova,GE,47.9667,1417,1392,1,304,0,0
010028,Lavagna,E488,Liguria,Genova,GE,13.8679,12367,12315,4,8,1,0
010029,Leivi,E519,Liguria,Genova,GE,9.7098,2431,2404,4,119,0,0
010030,Lorsica,E695,Liguria,Genova,GE,17.7183,381,412,1,382,0,0
010031,Lumarzo,E737,Liguria,Genova,GE,25.5078,1437,1433,3,242,0,0
010032,Masone,F020,Liguria,Genova,GE,29.4412,3316,3443,1,411,0,0
010033,Mele,F098,Liguria,Genova,GE,16.9336,2521,2592,2,126,0,0
010034,Mezzanego,F173,Liguria,Genova,GE,28.6496,1555,1483,1,84,0,0
010035,Mignanego,F202,Liguria,Genova,GE,16.2723,3570,3495,2,167,0,0
010036,Moconesi,F256,Liguria,Genova,GE,16.3085,2437,2437,1,131,0,0
010037,Moneglia,F354,Liguria,Genova,GE,15.6111,2486,2589,4,9,1,0
010038,Montebruno,F445,Liguria,Genova,GE,17.6787,201,207,1,661,0,0
010039,Montoggio,F682,Liguria,Genova,GE,47.7246,1988,2008,1,457,0,0
010040,Ne,F858,Liguria,Genova,GE,63.5213,2113,2130,1,63,0,0
010041,Neirone,F862,Liguria,Genova,GE,30.2561,889,843,1,355,0,0
010042,Orero,G093,Liguria,Genova,GE,15.9885,493,503,1,178,0,0
010043,Pieve Ligure,G646,Liguria,Genova,GE,3.5565,2396,2429,4,81,1,0
010044,Portofino,G913,Liguria,Genova,GE,2.531,351,369,4,19,1,0
010045,Propata,H073,Liguria,Genova,GE,16.931,113,113,1,972,0,0
010046,Rapallo,H183,Liguria,Genova,GE,33.6304,29496,29107,4,7,1,0
010047,Recco,H212,Liguria,Genova,GE,9.7864,9279,9464,4,11,1,0
010048,Rezzoaglio,H258,Liguria,Genova,GE,104.7191,876,875,1,712,0,0
010049,Ronco Scrivia,H536,Liguria,Genova,GE,30.1114,4172,4179,1,340,0,0
010050,Rondanina,H546,Liguria,Genova,GE,12.8079,58,60,1,991,0,0
010051,Rossiglione,H581,Liguria,Genova,GE,47.5928,2522,2560,1,300,0,0
010052,Rovegno,H599,Liguria,Genova,GE,44.0858,469,492,1,665,0,0
010053,San Colombano Certenoli,H802,Liguria,Genova,GE,41.5747,2676,2563,1,45,0,0
010054,Santa Margherita Ligure,I225,Liguria,Genova,GE,10.0549,8323,8575,4,16,1,0
010055,Sant'Olcese,I346,Liguria,Genova,GE,21.9016,5535,5601,2,160,0,0
010056,Santo Stefano d'Aveto,I368,Liguria,Genova,GE,54.7734,983,991,1,1013,0,0
010057,Savignone,I475,Liguria,Genova,GE,21.7,3020,3038,1,471,0,0
010058,Serra Riccò,I640,Liguria,Genova,GE,26.2065,7559,7615,2,131,0,0
010059,Sestri Levante,I693,Liguria,Genova,GE,33.6246,17240,17607,4,10,1,0
010060,Sori,I852,Liguria,Genova,GE,13.0661,3939,4018,4,13,1,0
010061,Tiglieto,L167,Liguria,Genova,GE,24.537,462,476,1,507,0,0
010062,Torriglia,L298,Liguria,Genova,GE,60.0146,2233,2195,1,775,0,0
010063,Tribogna,L416,Liguria,Genova,GE,7.0783,589,566,3,328,0,0
010064,Uscio,L507,Liguria,Genova,GE,9.6332,2130,2141,3,376,0,0
010065,Valbrevenna,L546,Liguria,Genova,GE,34.6707,742,757,1,538,0,0
010066,Vobbia,M105,Liguria,Genova,GE,33.4256,364,365,1,474,0,0
010067,Zoagli,M182,Liguria,Genova,GE,7.7878,2332,2306,4,13,1,0
011001,Ameglia,A261,Liguria,La Spezia,SP,14.1935,4262,4318,4,38,1,0
011002,Arcola,A373,Liguria,La Spezia,SP,16.5379,10175,10183,4,88,0,0
011003,Beverino,A836,Liguria,La Spezia,SP,34.9449,2271,2264,3,78,0,0
011004,Bolano,A932,Liguria,La Spezia,SP,14.5663,7504,7451,3,331,0,0
011005,Bonassola,A961,Liguria,La Spezia,SP,9.1896,759,816,4,15,1,0
011006,Borghetto di Vara,A992,Liguria,La Spezia,SP,27.3369,910,878,3,104,0,0
011007,Brugnato,B214,Liguria,La Spezia,SP,11.9013,1280,1284,3,116,0,0
011008,Calice al Cornoviglio,B410,Liguria,La Spezia,SP,33.7544,1058,1053,3,401,0,0
011009,Carro,B838,Liguria,La Spezia,SP,31.7917,480,514,1,388,0,0
011010,Carrodano,B839,Liguria,La Spezia,SP,21.8631,469,477,3,220,0,0
011011,Castelnuovo Magra,C240,Liguria,La Spezia,SP,15.0171,8259,8361,4,18,0,0
011012,Deiva Marina,D265,Liguria,La Spezia,SP,14.0857,1291,1292,4,13,1,0
011013,Follo,D655,Liguria,La Spezia,SP,23.2704,6183,6133,3,30,0,0
011014,Framura,D758,Liguria,La Spezia,SP,19.26,553,599,4,161,1,0
011015,La Spezia,E463,Liguria,La Spezia,SP,51.5877,92706,92169,4,9,1,0
011016,Lerici,E542,Liguria,La Spezia,SP,16.0126,9245,9497,4,13,1,0
011017,Levanto,E560,Liguria,La Spezia,SP,36.8144,5050,5218,4,8,1,0
011018,Maissana,E842,Liguria,La Spezia,SP,45.4275,568,583,1,565,0,0
011019,Monterosso al Mare,F609,Liguria,La Spezia,SP,10.9434,1324,1371,4,12,1,0
011020,Luni,G143,Liguria,La Spezia,SP,13.8558,8088,8208,4,74,0,0
011021,Pignone,G664,Liguria,La Spezia,SP,17.7462,525,519,3,182,0,0
011022,Portovenere,G925,Liguria,La Spezia,SP,7.6607,3201,3310,4,10,1,0
011023,Riccò del Golfo di Spezia,H275,Liguria,La Spezia,SP,37.7634,3614,3615,3,143,0,0
011024,Riomaggiore,H304,Liguria,La Spezia,SP,10.292,1287,1353,4,54,1,0
011025,Rocchetta di Vara,H461,Liguria,La Spezia,SP,32.6636,649,674,1,216,0,0
011026,Santo Stefano di Magra,I363,Liguria,La Spezia,SP,13.8525,10034,9837,4,49,0,0
011027,Sarzana,I449,Liguria,La Spezia,SP,34.5435,21768,21610,4,29,1,0
011028,Sesta Godano,E070,Liguria,La Spezia,SP,67.7758,1266,1273,1,252,0,0
011029,Varese Ligure,L681,Liguria,La Spezia,SP,137.5883,1746,1811,1,363,0,0
011030,Vernazza,L774,Liguria,La Spezia,SP,12.3024,697,759,4,31,1,0
011031,Vezzano Ligure,L819,Liguria,La Spezia,SP,18.3679,7225,7212,4,231,0,0
011032,Zignago,M177,Liguria,La Spezia,SP,28.7008,472,475,1,627,0,0
012001,Agra,A085,Lombardia,Varese,VA,3.0709,381,407,1,656,0,0
012002,Albizzate,A167,Lombardia,Varese,VA,3.8863,5184,5195,3,325,0,0
012003,Angera,A290,Lombardia,Varese,VA,17.7259,5329,5396,3,205,0,0
012004,Arcisate,A371,Lombardia,Varese,VA,12.128,9916,9915,1,384,0,0
012005,Arsago Seprio,A441,Lombardia,Varese,VA,10.5059,4735,4785,3,292,0,0
012006,Azzate,A531,Lombardia,Varese,VA,4.6164,4689,4621,3,328,0,0
012007,Azzio,A532,Lombardia,Varese,VA,2.1722,761,755,1,387,0,0
012008,Barasso,A619,Lombardia,Varese,VA,3.9405,1694,1620,1,404,0,0
012010,Bedero Valcuvia,A728,Lombardia,Varese,VA,2.5636,658,665,1,512,0,0
012011,Besano,A819,Lombardia,Varese,VA,3.5156,2523,2509,1,350,0,0
012012,Besnate,A825,Lombardia,Varese,VA,7.4769,5440,5475,3,306,0,0
012013,Besozzo,A826,Lombardia,Varese,VA,13.9453,8706,8756,3,266,0,0
012014,Biandronno,A845,Lombardia,Varese,VA,9.4494,3185,3167,3,263,0,0
012015,Bisuschio,A891,Lombardia,Varese,VA,6.982,4243,4250,1,356,0,0
012016,Bodio Lomnago,A918,Lombardia,Varese,VA,4.0531,2237,2231,3,279,0,0
012017,Brebbia,B126,Lombardia,Varese,VA,6.8685,3128,3155,3,223,0,0
012019,Brenta,B150,Lombardia,Varese,VA,4.1238,1708,1735,1,293,0,0
012020,Brezzo di Bedero,B166,Lombardia,Varese,VA,9.9319,1227,1246,1,349,0,0
012021,Brinzio,B182,Lombardia,Varese,VA,6.3659,772,773,1,513,0,0
012022,Brissago-Valtravaglia,B191,Lombardia,Varese,VA,6.1359,1307,1245,1,410,0,0
012023,Brunello,B219,Lombardia,Varese,VA,1.62,924,929,3,407,0,0
012024,Brusimpiano,B228,Lombardia,Varese,VA,5.9058,1179,1170,1,288,0,0
012025,Buguggiate,B258,Lombardia,Varese,VA,2.5352,3095,3075,3,303,0,0
012026,Busto Arsizio,B300,Lombardia,Varese,VA,30.6597,84005,82754,5,232,0,0
012027,Cadegliano-Viconago,B326,Lombardia,Varese,VA,10.23,2165,2131,1,435,0,0
012029,Cairate,B368,Lombardia,Varese,VA,11.2636,7819,7729,3,273,0,0
012030,Cantello,B634,Lombardia,Varese,VA,9.1352,4824,4726,3,409,0,0
012031,Caravate,B732,Lombardia,Varese,VA,5.0718,2558,2551,3,257,0,0
012032,Cardano al Campo,B754,Lombardia,Varese,VA,9.4198,14715,14728,5,246,0,0
012033,Carnago,B796,Lombardia,Varese,VA,6.2222,6590,6600,3,359,0,0
012034,Caronno Pertusella,B805,Lombardia,Varese,VA,8.5453,18475,18116,5,197,0,0
012035,Caronno Varesino,B807,Lombardia,Varese,VA,5.7494,4821,4786,3,399,0,0
012036,Casale Litta,B875,Lombardia,Varese,VA,10.5879,2760,2729,3,376,0,0
012037,Casalzuigno,B921,Lombardia,Varese,VA,7.3257,1385,1362,1,340,0,0
012038,Casciago,B949,Lombardia,Varese,VA,4.044,3563,3617,3,450,0,0
012039,Casorate Sempione,B987,Lombardia,Varese,VA,6.909,5596,5671,5,269,0,0
012040,Cassano Magnago,C004,Lombardia,Varese,VA,12.3236,21326,21362,3,272,0,0
012041,Cassano Valcuvia,B999,Lombardia,Varese,VA,3.9999,639,670,1,300,0,0
012042,Castellanza,C139,Lombardia,Varese,VA,6.9206,13901,14077,5,221,0,0
012043,Castello Cabiaglio,B312,Lombardia,Varese,VA,6.9902,562,558,1,535,0,0
012044,Castelseprio,C273,Lombardia,Varese,VA,3.7509,1332,1309,3,311,0,0
012045,Castelveccana,C181,Lombardia,Varese,VA,20.73,1836,1867,1,244,0,0
012046,Castiglione Olona,C300,Lombardia,Varese,VA,6.9003,7463,7582,3,281,0,0
012047,Castronno,C343,Lombardia,Varese,VA,3.759,4985,5039,3,349,0,0
012048,Cavaria con Premezzo,C382,Lombardia,Varese,VA,3.3195,5772,5638,3,276,0,0
012049,Cazzago Brabbia,C409,Lombardia,Varese,VA,3.9575,783,802,3,253,0,0
012050,Cislago,C732,Lombardia,Varese,VA,11.1335,10467,10413,5,240,0,0
012051,Cittiglio,C751,Lombardia,Varese,VA,11.4272,3799,3807,1,247,0,0
012052,Clivio,C796,Lombardia,Varese,VA,2.9838,1968,1938,3,450,0,0
012053,Cocquio-Trevisago,C810,Lombardia,Varese,VA,9.8056,4632,4623,3,295,0,0
012054,Comabbio,C911,Lombardia,Varese,VA,4.6874,1172,1221,3,295,0,0
012055,Comerio,C922,Lombardia,Varese,VA,5.5386,2800,2835,1,381,0,0
012056,Cremenaga,D144,Lombardia,Varese,VA,4.5364,770,775,1,266,0,0
012057,Crosio della Valle,D185,Lombardia,Varese,VA,1.4407,623,601,3,325,0,0
012058,Cuasso al Monte,D192,Lombardia,Varese,VA,16.1658,3531,3574,1,535,0,0
012059,Cugliate-Fabiasco,D199,Lombardia,Varese,VA,6.5438,3116,3070,1,519,0,0
012060,Cunardo,D204,Lombardia,Varese,VA,6.0591,2882,2885,1,462,0,0
012061,Curiglia con Monteviasco,D217,Lombardia,Varese,VA,10.7249,141,156,1,653,0,0
012062,Cuveglio,D238,Lombardia,Varese,VA,7.4882,3368,3246,1,295,0,0
012063,Cuvio,D239,Lombardia,Varese,VA,5.9589,1738,1631,1,292,0,0
012064,Daverio,D256,Lombardia,Varese,VA,4.0249,3024,3085,3,315,0,0
012065,Dumenza,D384,Lombardia,Varese,VA,18.3856,1456,1461,1,466,0,0
012066,Duno,D385,Lombardia,Varese,VA,2.5094,156,144,1,516,0,0
012067,Fagnano Olona,D467,Lombardia,Varese,VA,8.6812,12394,12433,5,265,0,0
012068,Ferno,D543,Lombardia,Varese,VA,8.6342,6716,6685,5,212,0,0
012069,Ferrera di Varese,D551,Lombardia,Varese,VA,1.5059,690,700,1,318,0,0
012070,Gallarate,D869,Lombardia,Varese,VA,20.9848,52902,52452,5,246,0,0
012071,Galliate Lombardo,D871,Lombardia,Varese,VA,3.6586,1039,989,3,337,0,0
012072,Gavirate,D946,Lombardia,Varese,VA,11.7904,9150,9136,3,266,0,0
012073,Gazzada Schianno,D951,Lombardia,Varese,VA,4.8412,4605,4559,3,382,0,0
012074,Gemonio,D963,Lombardia,Varese,VA,3.65,2863,2847,3,317,0,0
012075,Gerenzano,D981,Lombardia,Varese,VA,9.7868,10933,10751,5,227,0,0
012076,Germignaga,D987,Lombardia,Varese,VA,4.6732,3729,3743,1,208,0,0
012077,Golasecca,E079,Lombardia,Varese,VA,7.4363,2635,2654,3,281,0,0
012078,Gorla Maggiore,E101,Lombardia,Varese,VA,5.158,4798,4872,5,260,0,0
012079,Gorla Minore,E102,Lombardia,Varese,VA,7.4805,8192,8094,5,240,0,0
012080,Gornate Olona,E104,Lombardia,Varese,VA,4.6957,2184,2179,3,309,0,0
012081,Grantola,E144,Lombardia,Varese,VA,2.0205,1230,1237,1,257,0,0
012082,Inarzo,E292,Lombardia,Varese,VA,2.4339,1062,1061,3,262,0,0
012083,Induno Olona,E299,Lombardia,Varese,VA,12.3508,10421,10278,3,402,0,0
012084,Ispra,E367,Lombardia,Varese,VA,15.9091,5360,5297,3,234,0,0
012085,Jerago con Orago,E386,Lombardia,Varese,VA,3.8742,5177,5273,3,331,0,0
012086,Lavena Ponte Tresa,E494,Lombardia,Varese,VA,4.4421,5659,5631,1,280,0,0
012087,Laveno-Mombello,E496,Lombardia,Varese,VA,23.4287,8319,8324,3,222,0,0
012088,Leggiuno,E510,Lombardia,Varese,VA,13.1891,3624,3618,3,240,0,0
012089,Lonate Ceppino,E665,Lombardia,Varese,VA,4.8299,5170,5033,3,288,0,0
012090,Lonate Pozzolo,E666,Lombardia,Varese,VA,29.2578,11330,11366,5,208,0,0
012091,Lozza,E707,Lombardia,Varese,VA,1.7115,1194,1203,3,330,0,0
012092,Luino,E734,Lombardia,Varese,VA,20.9953,14125,14128,1,203,0,0
012093,Luvinate,E769,Lombardia,Varese,VA,4.0808,1338,1310,1,440,0,0
012096,Malnate,E863,Lombardia,Varese,VA,8.9998,16612,16347,3,352,0,0
012097,Marchirolo,E929,Lombardia,Varese,VA,5.4904,3624,3512,1,486,0,0
012098,Marnate,E965,Lombardia,Varese,VA,4.8464,8180,8032,5,229,0,0
012099,Marzio,F002,Lombardia,Varese,VA,1.858,313,310,1,731,0,0
012100,Masciago Primo,F007,Lombardia,Varese,VA,1.8082,284,303,1,348,0,0
012101,Mercallo,F134,Lombardia,Varese,VA,5.4817,1792,1797,3,276,0,0
012102,Mesenzana,F154,Lombardia,Varese,VA,4.9154,1776,1656,1,271,0,0
012103,Montegrino Valtravaglia,F526,Lombardia,Varese,VA,10.109,1526,1491,1,529,0,0
012104,Monvalle,F703,Lombardia,Varese,VA,4.5407,1895,1939,3,232,0,0
012105,Morazzone,F711,Lombardia,Varese,VA,5.6024,4313,4278,3,407,0,0
012106,Mornago,F736,Lombardia,Varese,VA,12.2357,4838,4926,3,289,0,0
012107,Oggiona con Santo Stefano,G008,Lombardia,Varese,VA,2.7614,4335,4319,3,305,0,0
012108,Olgiate Olona,G028,Lombardia,Varese,VA,7.2066,12744,12599,5,242,0,0
012109,Origgio,G103,Lombardia,Varese,VA,7.9148,8035,7939,5,200,0,0
012110,Orino,G105,Lombardia,Varese,VA,3.7246,838,819,1,445,0,0
012113,Porto Ceresio,G906,Lombardia,Varese,VA,5.2682,2820,2838,1,287,0,0
012114,Porto Valtravaglia,G907,Lombardia,Varese,VA,16.3673,2298,2266,1,202,0,0
012115,Rancio Valcuvia,H173,Lombardia,Varese,VA,4.4844,897,906,1,290,0,0
012116,Ranco,H174,Lombardia,Varese,VA,6.763,1220,1251,3,221,0,0
012117,Saltrio,H723,Lombardia,Varese,VA,3.439,3009,2987,1,525,0,0
012118,Samarate,H736,Lombardia,Varese,VA,16.0203,16184,16037,5,227,0,0
012119,Saronno,I441,Lombardia,Varese,VA,11.0575,38732,38582,5,216,0,0
012120,Sesto Calende,I688,Lombardia,Varese,VA,25.0378,10957,10969,3,201,0,0
012121,Solbiate Arno,I793,Lombardia,Varese,VA,3.0257,4030,4021,3,330,0,0
012122,Solbiate Olona,I794,Lombardia,Varese,VA,4.9314,5386,5359,5,247,0,0
012123,Somma Lombardo,I819,Lombardia,Varese,VA,30.505,17879,17749,5,281,0,0
012124,Sumirago,L003,Lombardia,Varese,VA,11.7456,6022,5974,3,398,0,0
012125,Taino,L032,Lombardia,Varese,VA,7.6311,3578,3621,3,268,0,0
012126,Ternate,L115,Lombardia,Varese,VA,4.6947,2540,2485,3,286,0,0
012127,Tradate,L319,Lombardia,Varese,VA,21.4984,19056,18834,3,308,0,0
012128,Travedona-Monate,L342,Lombardia,Varese,VA,9.5967,3859,3949,3,270,0,0
012129,Tronzano Lago Maggiore,A705,Lombardia,Varese,VA,11.0613,223,225,1,345,0,0
012130,Uboldo,L480,Lombardia,Varese,VA,10.7362,10964,10719,5,206,0,0
012131,Valganna,L577,Lombardia,Varese,VA,12.4185,1586,1595,1,467,0,0
012132,Varano Borghi,L671,Lombardia,Varese,VA,3.3172,2512,2455,3,276,0,0
012133,Varese,L682,Lombardia,Varese,VA,54.6555,78992,78740,3,389,0,0
012134,Vedano Olona,L703,Lombardia,Varese,VA,7.0849,7462,7281,3,362,0,0
012136,Venegono Inferiore,L733,Lombardia,Varese,VA,5.8788,5917,5952,3,324,0,0
012137,Venegono Superiore,L734,Lombardia,Varese,VA,6.7338,7486,7257,3,337,0,0
012138,Vergiate,L765,Lombardia,Varese,VA,21.7832,8646,8652,3,282,0,0
012139,Viggiù,L876,Lombardia,Varese,VA,9.3142,5204,5167,1,490,0,0
012140,Vizzola Ticino,M101,Lombardia,Varese,VA,7.6057,585,586,5,205,0,0
012141,Sangiano,H872,Lombardia,Varese,VA,2.2207,1422,1459,3,232,0,0
012142,Maccagno con Pino e Veddasca,M339,Lombardia,Varese,VA,41.8079,2323,2403,1,225,0,0
012143,Cadrezzate con Osmate,M425,Lombardia,Varese,VA,8.2455,2712,2651,3,277,0,0
012144,Bardello con Malgesso e Bregano,M433,Lombardia,Varese,VA,7.5807,3608,3634,3,300,0,0
013003,Albavilla,A143,Lombardia,Como,CO,10.3792,6400,6360,1,435,0,0
013004,Albese con Cassano,A153,Lombardia,Como,CO,7.9506,4270,4189,1,403,0,0
013005,Albiolo,A164,Lombardia,Como,CO,2.8382,2785,2725,3,423,0,0
013006,Alserio,A224,Lombardia,Como,CO,1.9921,1407,1303,3,269,0,0
013007,Alzate Brianza,A249,Lombardia,Como,CO,7.5833,4834,4842,3,367,0,0
013009,Anzano del Parco,A319,Lombardia,Como,CO,3.245,1675,1755,3,329,0,0
013010,Appiano Gentile,A333,Lombardia,Como,CO,12.7689,7703,7685,3,392,0,0
013011,Argegno,A391,Lombardia,Como,CO,4.1121,673,679,1,224,0,0
013012,Arosio,A430,Lombardia,Como,CO,2.6314,5187,5114,3,298,0,0
013013,Asso,A476,Lombardia,Como,CO,6.5106,3520,3528,1,421,0,0
013015,Barni,A670,Lombardia,Como,CO,5.7157,605,559,1,634,0,0
013021,Bene Lario,A778,Lombardia,Como,CO,5.5854,354,330,1,386,0,0
013022,Beregazzo con Figliaro,A791,Lombardia,Como,CO,3.8241,2813,2794,3,424,0,0
013023,Binago,A870,Lombardia,Como,CO,7.1196,4837,4824,3,435,0,0
